#Program: R2: Genomics analysis and visualization platform,,,,
#Website: https://r2.amc.nl,,,,
#Support: r2-support@amsterdamumc.nl,,,,
#Date: 2025-02-22 (19:48:29),,,,
#Comparison: groups,,,,
#Data transformation: transform_log2,,,,
#Dataset: ps_avgpres_broadgbm540_u133a,,,,
#Groups: mesenchymal;proneural,,,,
#Minimal presentcalls: 1,,,,
#Number of lines: 3246,,,,
#Output: anova fdr p<=0.01,,,,
#Pretty_dataset: Tumor Glioblastoma - TCGA - 540 - MAS5.0 - u133a,,,,
"#Subset: subtype~mesenchymal,proneural (n=51)",,,,
#Test: anova,,,,
#Track: subtype,,,,
#Values field: ,,,,
#H:probeset,hugo,corrected-pvalue,log2fc,sublist
205107_s_at,EFNA4,0.003005909,-1.28433836,subtype: mesenchymal >= proneural
213852_at,RBM8A,0.00017014,0.664288053,subtype: mesenchymal < proneural
213106_at,ATP8A1,0.000627676,1.18656833,subtype: mesenchymal < proneural
218870_at,ARHGAP15,0.003023294,-1.000548152,subtype: mesenchymal >= proneural
214589_at,FGF12,0.000130675,1.984303502,subtype: mesenchymal < proneural
209420_s_at,SMPD1,0.003044858,-0.532208879,subtype: mesenchymal >= proneural
219540_at,ZNF267,0.003048922,-0.428643932,subtype: mesenchymal >= proneural
206238_s_at,YAF2,0.000128155,0.615711251,subtype: mesenchymal < proneural
219335_at,ARMCX5,0.008984285,0.357349373,subtype: mesenchymal < proneural
219120_at,C2ORF44,8.31E-05,0.562811394,subtype: mesenchymal < proneural
214703_s_at,MAN2B2,0.003069302,-0.53917973,subtype: mesenchymal >= proneural
213449_at,POP1,0.001249602,0.618294262,subtype: mesenchymal < proneural
33778_at,TBC1D22A,0.003082463,-0.374187613,subtype: mesenchymal >= proneural
203919_at,TCEA2,0.005859879,0.50944008,subtype: mesenchymal < proneural
219032_x_at,OPN3,0.003102472,-0.619693766,subtype: mesenchymal >= proneural
221767_x_at,HDLBP,0.003114307,-0.718144377,subtype: mesenchymal >= proneural
206263_at,FMO4,0.003141383,-0.604220148,subtype: mesenchymal >= proneural
212420_at,ELF1,0.003141532,-0.642465268,subtype: mesenchymal >= proneural
204140_at,TPST1,0.003141969,-0.671499974,subtype: mesenchymal >= proneural
211009_s_at,ZNF271,0.000135808,0.476514364,subtype: mesenchymal < proneural
218865_at,1-Mar,0.000364329,1.228210528,subtype: mesenchymal < proneural
200728_at,ACTR2,0.003150072,-0.346469758,subtype: mesenchymal >= proneural
219922_s_at,LTBP3,0.003173222,-0.52914755,subtype: mesenchymal >= proneural
218643_s_at,CRIPT,7.84E-07,1.02714695,subtype: mesenchymal < proneural
205168_at,DDR2,0.003215701,-0.908186959,subtype: mesenchymal >= proneural
200901_s_at,M6PR,0.003215852,-0.419560063,subtype: mesenchymal >= proneural
207693_at,CACNB4,0.001956224,1.045223647,subtype: mesenchymal < proneural
202844_s_at,RALBP1,0.003274994,-0.490793333,subtype: mesenchymal >= proneural
213556_at,PINLYP,0.003275915,-1.587069677,subtype: mesenchymal >= proneural
204641_at,NEK2,0.001056291,1.108885229,subtype: mesenchymal < proneural
212899_at,CDK19,0.005255627,0.439404315,subtype: mesenchymal < proneural
209576_at,GNAI1,0.003451661,0.890146542,subtype: mesenchymal < proneural
202108_at,PEPD,0.00328528,-0.35707666,subtype: mesenchymal >= proneural
203171_s_at,RRP8,0.003307081,-0.417823623,subtype: mesenchymal >= proneural
204035_at,SCG2,0.003308783,-1.409920305,subtype: mesenchymal >= proneural
209056_s_at,CDC5L,0.001755218,0.371308352,subtype: mesenchymal < proneural
209454_s_at,TEAD3,0.00334622,-0.809407762,subtype: mesenchymal >= proneural
205789_at,CD1D,0.003349713,-1.383751816,subtype: mesenchymal >= proneural
218322_s_at,ACSL5,0.003372022,-0.778619949,subtype: mesenchymal >= proneural
208749_x_at,FLOT1,0.003381506,-0.374054578,subtype: mesenchymal >= proneural
209431_s_at,PATZ1,5.72E-09,1.336997432,subtype: mesenchymal < proneural
205241_at,SCO2,0.003407658,-0.482612942,subtype: mesenchymal >= proneural
210044_s_at,LYL1,0.003408196,-0.76727414,subtype: mesenchymal >= proneural
212953_x_at,CALR,0.003408597,-0.542181939,subtype: mesenchymal >= proneural
212563_at,BOP1,1.84E-05,0.717987436,subtype: mesenchymal < proneural
209538_at,ZNF32,3.71E-06,0.669704973,subtype: mesenchymal < proneural
204761_at,USP6NL,0.006648871,0.412191906,subtype: mesenchymal < proneural
220595_at,PDZRN4,7.35E-06,1.840771099,subtype: mesenchymal < proneural
210823_s_at,PTPRS,0.002057606,0.997373642,subtype: mesenchymal < proneural
213115_at,ATG4A,0.00342857,-0.40599531,subtype: mesenchymal >= proneural
201553_s_at,LAMP1,0.003437662,-0.329949241,subtype: mesenchymal >= proneural
219382_at,SERTAD3,0.003452857,-0.47728138,subtype: mesenchymal >= proneural
216860_s_at,GDF11,0.000355154,0.79801953,subtype: mesenchymal < proneural
217964_at,TTC19,0.000913127,0.436927603,subtype: mesenchymal < proneural
204099_at,SMARCD3,0.009700077,0.585853271,subtype: mesenchymal < proneural
204346_s_at,RASSF1,0.003471131,-0.553220843,subtype: mesenchymal >= proneural
206036_s_at,REL,0.003516198,-0.541385769,subtype: mesenchymal >= proneural
202336_s_at,PAM,0.00352308,-0.851908571,subtype: mesenchymal >= proneural
40020_at,CELSR3,1.75E-05,1.430750505,subtype: mesenchymal < proneural
221447_s_at,GLT8D2,0.003530993,-1.694027536,subtype: mesenchymal >= proneural
209289_at,NFIB,7.92E-07,1.247245117,subtype: mesenchymal < proneural
206953_s_at,LPHN2,0.003538103,-0.862956364,subtype: mesenchymal >= proneural
205522_at,HOXD4,0.001379652,1.536064963,subtype: mesenchymal < proneural
212764_at,ZEB1,7.13E-06,1.03446357,subtype: mesenchymal < proneural
215794_x_at,GLUD2,0.002516666,0.654228178,subtype: mesenchymal < proneural
202160_at,CREBBP,0.005917592,0.448140662,subtype: mesenchymal < proneural
218623_at,HMP19,1.45E-06,3.304875871,subtype: mesenchymal < proneural
209357_at,CITED2,0.003562945,-0.601187381,subtype: mesenchymal >= proneural
221701_s_at,STRA6,0.003595159,-0.661239039,subtype: mesenchymal >= proneural
219334_s_at,NABP1,0.003628028,-1.204883121,subtype: mesenchymal >= proneural
200971_s_at,SERP1,0.003665102,-0.4664798,subtype: mesenchymal >= proneural
212753_at,PCGF3,0.005124842,0.4845836,subtype: mesenchymal < proneural
203555_at,PTPN18,0.003684921,-0.707319227,subtype: mesenchymal >= proneural
206026_s_at,TNFAIP6,0.00372632,-1.313835447,subtype: mesenchymal >= proneural
206247_at,MICB,0.003802321,-0.706042179,subtype: mesenchymal >= proneural
202909_at,EPM2AIP1,5.99E-05,0.565481237,subtype: mesenchymal < proneural
214639_s_at,HOXA1,0.003802991,-1.99333609,subtype: mesenchymal >= proneural
203585_at,ZNF185,0.003863223,-0.559241576,subtype: mesenchymal >= proneural
206682_at,CLEC10A,0.003868096,-1.917658959,subtype: mesenchymal >= proneural
217748_at,ADIPOR1,0.003889356,-0.333240086,subtype: mesenchymal >= proneural
218051_s_at,NT5DC2,0.005243594,0.640961464,subtype: mesenchymal < proneural
202052_s_at,RAI14,0.003910868,-0.540880091,subtype: mesenchymal >= proneural
218272_at,TTC38,0.003911221,-0.99981418,subtype: mesenchymal >= proneural
212855_at,DCUN1D4,0.007809344,0.642711598,subtype: mesenchymal < proneural
201920_at,SLC20A1,0.003912188,-0.740945513,subtype: mesenchymal >= proneural
202241_at,TRIB1,0.003927118,-0.641652913,subtype: mesenchymal >= proneural
205364_at,ACOX2,0.003932714,-1.224714704,subtype: mesenchymal >= proneural
219732_at,LPPR1,7.71E-10,3.744095619,subtype: mesenchymal < proneural
221088_s_at,PPP1R9A,0.001704122,0.997764046,subtype: mesenchymal < proneural
211434_s_at,CCRL2,0.003953758,-1.05841205,subtype: mesenchymal >= proneural
204009_s_at,KRAS,0.001372005,0.39755412,subtype: mesenchymal < proneural
206167_s_at,ARHGAP6,0.003960455,-0.812804413,subtype: mesenchymal >= proneural
209054_s_at,WHSC1,0.009785136,0.521849523,subtype: mesenchymal < proneural
219283_at,C1GALT1C1,0.003980968,-0.464941423,subtype: mesenchymal >= proneural
202239_at,PARP4,0.003981237,-0.480248745,subtype: mesenchymal >= proneural
218071_s_at,MKRN2,0.005445181,0.372352839,subtype: mesenchymal < proneural
215785_s_at,CYFIP2,8.63E-06,1.326025981,subtype: mesenchymal < proneural
219938_s_at,PSTPIP2,0.004015201,-0.954390884,subtype: mesenchymal >= proneural
204560_at,FKBP5,0.004034915,-1.529357593,subtype: mesenchymal >= proneural
212601_at,ZZEF1,0.006552815,0.360346317,subtype: mesenchymal < proneural
202274_at,ACTG2,0.004059756,-1.745824627,subtype: mesenchymal >= proneural
204882_at,ARHGAP25,0.004104043,-0.758909759,subtype: mesenchymal >= proneural
204836_at,GLDC,0.002613947,1.007974551,subtype: mesenchymal < proneural
219761_at,CLEC1A,0.004120102,-0.827803898,subtype: mesenchymal >= proneural
200057_s_at,NONO,0.000280736,0.376983366,subtype: mesenchymal < proneural
212183_at,NUDT4,0.001312904,0.97365277,subtype: mesenchymal < proneural
209015_s_at,DNAJB6,0.004141135,-0.477088683,subtype: mesenchymal >= proneural
218143_s_at,SCAMP2,0.004145161,-0.385171487,subtype: mesenchymal >= proneural
200870_at,STRAP,0.00071594,0.393972754,subtype: mesenchymal < proneural
215499_at,MAP2K3,0.004191088,-0.595163679,subtype: mesenchymal >= proneural
202450_s_at,CTSK,0.004192205,-1.329871635,subtype: mesenchymal >= proneural
210652_s_at,TTC39A,0.004255029,-1.621651756,subtype: mesenchymal >= proneural
221224_s_at,DCAKD,0.004982822,0.781466188,subtype: mesenchymal < proneural
206856_at,LILRB5,0.004263116,-1.550650661,subtype: mesenchymal >= proneural
208968_s_at,CIAPIN1,0.000136928,0.546256444,subtype: mesenchymal < proneural
204649_at,TROAP,0.004141147,1.446502889,subtype: mesenchymal < proneural
205775_at,FAM50B,0.004271215,-1.268767158,subtype: mesenchymal >= proneural
205695_at,SDS,0.004344112,-1.108715308,subtype: mesenchymal >= proneural
203530_s_at,STX4,0.004360057,-0.379647072,subtype: mesenchymal >= proneural
210913_at,CDH20,0.00030625,1.772941968,subtype: mesenchymal < proneural
207081_s_at,PI4KA,0.001157902,0.536100713,subtype: mesenchymal < proneural
219010_at,C1ORF106,1.20E-06,1.645841777,subtype: mesenchymal < proneural
217932_at,MRPS7,0.000244997,0.419842686,subtype: mesenchymal < proneural
219723_x_at,AGPAT3,0.004365654,-0.684906963,subtype: mesenchymal >= proneural
209207_s_at,SEC22B,0.004431276,-0.326761188,subtype: mesenchymal >= proneural
203131_at,PDGFRA,0.000195619,1.887908614,subtype: mesenchymal < proneural
212757_s_at,CAMK2G,0.004464322,0.60438888,subtype: mesenchymal < proneural
204993_at,GNAZ,0.000336122,0.805603299,subtype: mesenchymal < proneural
218309_at,CAMK2N1,0.004512302,-0.668739754,subtype: mesenchymal >= proneural
205503_at,PTPN14,0.00452597,-0.904652554,subtype: mesenchymal >= proneural
209274_s_at,ISCA1,0.007373582,0.353172912,subtype: mesenchymal < proneural
219915_s_at,SLC16A10,0.004561109,-1.306501401,subtype: mesenchymal >= proneural
200774_at,FAM120A,0.004589396,-0.262413228,subtype: mesenchymal >= proneural
219229_at,SLCO3A1,0.004638902,-1.004667509,subtype: mesenchymal >= proneural
219443_at,TASP1,0.004690415,-0.438394202,subtype: mesenchymal >= proneural
204443_at,ARSA,0.004752618,-0.839294721,subtype: mesenchymal >= proneural
205441_at,OCEL1,0.00476673,-0.563659118,subtype: mesenchymal >= proneural
214426_x_at,CHAF1A,0.001687981,0.725234619,subtype: mesenchymal < proneural
209230_s_at,NUPR1,0.004771067,-0.94538934,subtype: mesenchymal >= proneural
213721_at,SOX2,4.72E-06,1.123890621,subtype: mesenchymal < proneural
218791_s_at,KATNBL1,0.003593821,0.570026959,subtype: mesenchymal < proneural
209104_s_at,NHP2,0.000384582,0.390189004,subtype: mesenchymal < proneural
204533_at,CXCL10,0.004907021,-1.776952229,subtype: mesenchymal >= proneural
220155_s_at,BRD9,0.008860798,0.413360926,subtype: mesenchymal < proneural
201417_at,SOX4,3.42E-07,1.757847202,subtype: mesenchymal < proneural
217794_at,PRR13,0.004917279,-0.358927071,subtype: mesenchymal >= proneural
202790_at,CLDN7,0.004960124,-1.367697066,subtype: mesenchymal >= proneural
220444_at,ZNF557,0.004983373,-0.845611782,subtype: mesenchymal >= proneural
204822_at,TTK,0.00370435,0.946772525,subtype: mesenchymal < proneural
204719_at,ABCA8,0.004991641,-1.102334488,subtype: mesenchymal >= proneural
205474_at,CRLF3,0.005004701,-0.375879101,subtype: mesenchymal >= proneural
204208_at,RNGTT,0.003937356,0.502608819,subtype: mesenchymal < proneural
214217_at,GRM5,0.000237483,2.01364902,subtype: mesenchymal < proneural
217452_s_at,B3GALT2,1.35E-06,2.305493011,subtype: mesenchymal < proneural
205086_s_at,NCAPH2,0.007953269,0.4683776,subtype: mesenchymal < proneural
220727_at,KCNK10,0.001749623,1.594698093,subtype: mesenchymal < proneural
208075_s_at,CCL7,0.005028945,-1.706247635,subtype: mesenchymal >= proneural
212351_at,EIF2B5,0.000604649,0.390433559,subtype: mesenchymal < proneural
39891_at,ZNF710,0.005029572,-0.405258297,subtype: mesenchymal >= proneural
208644_at,PARP1,0.008762842,0.392241801,subtype: mesenchymal < proneural
207260_at,FEV,0.009649957,1.217294981,subtype: mesenchymal < proneural
218699_at,RAB7L1,0.005036706,-0.432076826,subtype: mesenchymal >= proneural
48659_at,MIIP,0.00031729,0.461945824,subtype: mesenchymal < proneural
220647_s_at,COA4,0.000900099,0.457051172,subtype: mesenchymal < proneural
209390_at,TSC1,0.000196407,0.562134694,subtype: mesenchymal < proneural
209946_at,VEGFC,0.005043468,-0.843727872,subtype: mesenchymal >= proneural
202693_s_at,STK17A,0.005045979,-0.737775203,subtype: mesenchymal >= proneural
217988_at,CCNB1IP1,0.000600881,0.701128854,subtype: mesenchymal < proneural
218730_s_at,OGN,0.005047989,-2.617334443,subtype: mesenchymal >= proneural
214058_at,MYCL1,0.001181466,0.921635217,subtype: mesenchymal < proneural
32837_at,AGPAT2,0.005053041,-0.923790688,subtype: mesenchymal >= proneural
203544_s_at,STAM,0.000994782,0.573046941,subtype: mesenchymal < proneural
209481_at,SNRK,3.20E-05,0.582787156,subtype: mesenchymal < proneural
212950_at,GPR116,0.005084667,-0.652631689,subtype: mesenchymal >= proneural
221824_s_at,8-Mar,0.002984476,0.646385557,subtype: mesenchymal < proneural
203718_at,PNPLA6,0.005121721,-0.489747196,subtype: mesenchymal >= proneural
201695_s_at,PNP,0.005123432,-0.509745605,subtype: mesenchymal >= proneural
62987_r_at,CACNG4,3.66E-07,2.008316779,subtype: mesenchymal < proneural
218098_at,ARFGEF2,0.005130619,-0.33829087,subtype: mesenchymal >= proneural
208096_s_at,COL21A1,0.005140673,-1.48048476,subtype: mesenchymal >= proneural
211538_s_at,HSPA2,0.005186946,-1.001391677,subtype: mesenchymal >= proneural
213252_at,SH3PXD2A,0.00519275,-0.689883531,subtype: mesenchymal >= proneural
202396_at,TCERG1,0.004042656,0.53181355,subtype: mesenchymal < proneural
205850_s_at,GABRB3,0.000794906,1.815041138,subtype: mesenchymal < proneural
205164_at,GCAT,0.004465535,0.716950568,subtype: mesenchymal < proneural
219725_at,TREM2,0.0052097,-0.93522859,subtype: mesenchymal >= proneural
214344_at,FP588,0.004396992,0.84423937,subtype: mesenchymal < proneural
209148_at,RXRB,0.008290397,0.346620476,subtype: mesenchymal < proneural
214039_s_at,LAPTM4B,7.66E-06,0.775025917,subtype: mesenchymal < proneural
220663_at,IL1RAPL1,0.002102635,1.295632009,subtype: mesenchymal < proneural
214450_at,CTSW,0.005216496,-1.329403847,subtype: mesenchymal >= proneural
221035_s_at,TEX14,0.006323925,1.560083421,subtype: mesenchymal < proneural
213292_s_at,SNX13,0.005227229,-0.457063073,subtype: mesenchymal >= proneural
200752_s_at,CAPN1,0.005234979,-0.461618463,subtype: mesenchymal >= proneural
219778_at,ZFPM2,0.000226562,1.919683241,subtype: mesenchymal < proneural
219142_at,RASL11B,0.001878977,2.0053743,subtype: mesenchymal < proneural
209408_at,KIF2C,0.001366461,1.072809473,subtype: mesenchymal < proneural
202596_at,ENSA,0.005256849,-0.434223619,subtype: mesenchymal >= proneural
213512_at,C14ORF79,0.005257464,-1.275728342,subtype: mesenchymal >= proneural
209449_at,LSM2,0.001337335,0.577151136,subtype: mesenchymal < proneural
203403_s_at,RNF6,0.005293729,-0.406685443,subtype: mesenchymal >= proneural
221290_s_at,MUM1,0.001270826,0.634429758,subtype: mesenchymal < proneural
202112_at,VWF,0.005315571,-0.861484843,subtype: mesenchymal >= proneural
203654_s_at,COIL,0.000129345,0.530923384,subtype: mesenchymal < proneural
200792_at,XRCC6,0.002538364,0.330464064,subtype: mesenchymal < proneural
218574_s_at,LMCD1,0.005335856,-0.725853957,subtype: mesenchymal >= proneural
213005_s_at,KANK1,4.05E-07,1.314813968,subtype: mesenchymal < proneural
91952_at,DCAF15,0.006904347,0.398851861,subtype: mesenchymal < proneural
218683_at,PTBP2,3.72E-07,1.261006765,subtype: mesenchymal < proneural
214613_at,GPR3,0.005346285,-1.107448805,subtype: mesenchymal >= proneural
218810_at,ZC3H12A,0.005373954,-0.623070661,subtype: mesenchymal >= proneural
209326_at,SLC35A2,0.005380545,-0.400529936,subtype: mesenchymal >= proneural
209367_at,STXBP2,0.005421745,-0.970969234,subtype: mesenchymal >= proneural
204599_s_at,MRPL28,0.000359635,0.432239109,subtype: mesenchymal < proneural
202981_x_at,SIAH1,6.72E-05,0.594362423,subtype: mesenchymal < proneural
219749_at,SH2D4A,0.005430654,-0.887958629,subtype: mesenchymal >= proneural
203552_at,MAP4K5,0.005953948,0.489180802,subtype: mesenchymal < proneural
213943_at,TWIST1,0.005502251,-1.558554608,subtype: mesenchymal >= proneural
204697_s_at,CHGA,0.002736664,2.311265575,subtype: mesenchymal < proneural
217750_s_at,UBE2Z,0.005602121,-0.322059138,subtype: mesenchymal >= proneural
51176_at,MED27,0.004304916,0.487970852,subtype: mesenchymal < proneural
205677_s_at,DLEU1,0.000103515,0.75130336,subtype: mesenchymal < proneural
213469_at,PGAP1,3.94E-06,1.078193169,subtype: mesenchymal < proneural
205012_s_at,HAGH,0.000324877,0.554921068,subtype: mesenchymal < proneural
201612_at,ALDH9A1,0.005614767,-0.412589916,subtype: mesenchymal >= proneural
210266_s_at,TRIM33,0.002713358,0.485409957,subtype: mesenchymal < proneural
209579_s_at,MBD4,0.00561871,-0.341573498,subtype: mesenchymal >= proneural
209940_at,PARP3,0.005640503,-0.706788261,subtype: mesenchymal >= proneural
212949_at,NCAPH,0.00272496,1.53436177,subtype: mesenchymal < proneural
208464_at,GRIA4,0.001036173,1.253986059,subtype: mesenchymal < proneural
201597_at,COX7A2,0.002917719,0.454956016,subtype: mesenchymal < proneural
219221_at,ZBTB38,0.005647946,-0.592077764,subtype: mesenchymal >= proneural
204485_s_at,TOM1L1,0.005648801,-0.989938763,subtype: mesenchymal >= proneural
202829_s_at,VAMP7,0.005663961,-0.307400392,subtype: mesenchymal >= proneural
210112_at,HPS1,0.005664055,-0.960448292,subtype: mesenchymal >= proneural
205449_at,SAC3D1,0.007253698,0.453482573,subtype: mesenchymal < proneural
213110_s_at,COL4A5,0.005678695,-1.109632688,subtype: mesenchymal >= proneural
205381_at,LRRC17,0.005697536,-1.302054391,subtype: mesenchymal >= proneural
205527_s_at,GEMIN4,0.006499648,0.406516374,subtype: mesenchymal < proneural
203146_s_at,GABBR1,1.43E-05,1.570727497,subtype: mesenchymal < proneural
221734_at,PRRC1,0.005722942,-0.40098994,subtype: mesenchymal >= proneural
204639_at,ADA,0.005787234,-0.692825893,subtype: mesenchymal >= proneural
214461_at,LBP,0.005844454,-1.569489758,subtype: mesenchymal >= proneural
213865_at,DCBLD2,0.005893656,-1.539560954,subtype: mesenchymal >= proneural
208986_at,TCF12,7.29E-05,0.784323131,subtype: mesenchymal < proneural
201183_s_at,CHD4,0.008670077,0.403552192,subtype: mesenchymal < proneural
203098_at,CDYL,4.26E-05,0.729678194,subtype: mesenchymal < proneural
221558_s_at,LEF1,0.005918752,-0.899813184,subtype: mesenchymal >= proneural
207233_s_at,MITF,0.005957071,-0.464512663,subtype: mesenchymal >= proneural
212368_at,ZNF292,0.000250851,0.649237972,subtype: mesenchymal < proneural
205226_at,PDGFRL,0.005964974,-1.30314541,subtype: mesenchymal >= proneural
200922_at,KDELR1,0.005995653,-0.428315661,subtype: mesenchymal >= proneural
202260_s_at,STXBP1,2.01E-05,1.109868467,subtype: mesenchymal < proneural
207336_at,SOX5,7.44E-06,1.65435387,subtype: mesenchymal < proneural
220117_at,ZNF385D,0.006047948,-1.558902276,subtype: mesenchymal >= proneural
203200_s_at,MTRR,0.006063941,-0.449158207,subtype: mesenchymal >= proneural
